country,year,coal_twh,gas_twh,oil_twh,nuclear_twh,hydro_twh,solar_twh,wind_twh,other_renewables_twh,total_twh,renewables_share_pct,per_capita_kwh
Turkey,2002,32.15,52.53,9.82,0.0,33.68,0.0,0.05,0.23,128.46,26.4,1916.0
Turkey,2003,32.25,63.54,8.19,0.0,35.33,0.0,0.06,0.17,139.54,25.5,2057.0
Turkey,2004,34.45,62.27,6.72,0.0,46.08,0.0,0.06,0.17,149.75,30.9,2183.0
Turkey,2005,43.2,73.48,5.21,0.0,39.56,0.0,0.06,0.12,161.63,24.6,2331.0
Turkey,2006,46.65,80.69,4.39,0.0,44.24,0.0,0.13,0.15,176.25,25.3,2516.0
Turkey,2007,53.43,95.03,6.6,0.0,35.85,0.0,0.36,0.25,191.52,19.0,2707.0
Turkey,2008,57.72,98.68,7.55,0.0,33.27,0.0,0.85,0.3,198.37,17.4,2772.0
Turkey,2009,55.69,96.1,4.87,0.0,35.96,0.0,1.5,0.69,194.81,19.6,2688.0
Turkey,2010,55.05,98.14,2.27,0.0,51.8,0.0,2.92,1.0,211.18,26.4,2879.0
Turkey,2011,66.22,104.05,1.03,0.0,52.34,0.0,4.72,1.03,229.39,25.3,3091.0
Turkey,2012,68.01,104.5,1.77,0.0,57.86,0.0,5.86,1.49,239.49,27.2,3185.0
Turkey,2013,63.78,105.12,2.03,0.0,59.42,0.0,7.56,2.24,240.15,28.8,3143.0
Turkey,2014,76.26,120.58,2.49,0.0,40.64,0.02,8.52,3.44,251.95,20.9,3229.0
Turkey,2015,76.16,99.22,2.74,0.0,67.15,0.19,11.65,4.66,261.77,32.0,3272.0
Turkey,2016,92.27,89.23,2.66,0.0,67.23,1.04,15.52,6.45,274.4,32.9,3361.0
Turkey,2017,97.48,110.49,2.08,0.0,58.22,2.89,17.9,8.23,297.29,29.3,3578.0
Turkey,2018,111.8,90.09,1.44,0.0,59.75,7.8,19.86,9.41,300.15,32.3,3556.0
Turkey,2019,112.86,54.88,0.97,0.0,88.64,9.57,21.63,11.63,300.18,43.8,3517.0
Turkey,2020,106.26,68.07,0.34,0.0,77.86,11.2,24.61,13.66,302.0,42.2,3508.0
Turkey,2021,104.12,107.34,0.35,0.0,55.51,13.28,31.02,16.26,327.88,35.4,3782.0
Turkey,2022,113.62,71.86,0.73,0.0,66.66,15.16,34.69,17.84,320.56,41.9,3682.0
Turkey,2023,118.03,66.48,0.94,0.0,63.72,18.4,33.88,18.34,319.79,42.0,3664.0
United Arab Emirates,1990,0.0,17.08,0.0,0.0,0.0,0.0,0.0,0.0,17.08,0.0,8998.0
United Arab Emirates,1991,0.0,17.22,0.0,0.0,0.0,0.0,0.0,0.0,17.22,0.0,8583.0
United Arab Emirates,1992,0.0,18.69,0.0,0.0,0.0,0.0,0.0,0.0,18.69,0.0,8838.0
United Arab Emirates,1993,0.0,21.73,0.0,0.0,0.0,0.0,0.0,0.0,21.73,0.0,9779.0
United Arab Emirates,1994,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0.0,23.74,0.0,10195.0
United Arab Emirates,1995,0.0,24.98,0.0,0.0,0.0,0.0,0.0,0.0,24.98,0.0,10261.0
United Arab Emirates,1996,0.0,26.57,0.0,0.0,0.0,0.0,0.0,0.0,26.57,0.0,10230.0
United Arab Emirates,1997,0.0,28.46,0.0,0.0,0.0,0.0,0.0,0.0,28.46,0.0,10103.0
United Arab Emirates,1998,0.0,33.39,0.0,0.0,0.0,0.0,0.0,0.0,33.39,0.0,10983.0
United Arab Emirates,1999,0.0,37.12,0.0,0.0,0.0,0.0,0.0,0.0,37.13,0.0,11367.0
United Arab Emirates,2000,0.0,39.94,0.0,0.0,,0.0,0.0,0.0,39.94,0.0,11432.0
United Arab Emirates,2001,0.0,43.17,0.0,0.0,,0.0,0.0,0.0,43.17,0.0,11594.0
United Arab Emirates,2002,0.0,46.85,0.0,0.0,,0.0,0.0,0.0,46.85,0.0,11840.0
United Arab Emirates,2003,0.0,49.45,0.0,0.0,,0.0,0.0,0.0,49.45,0.0,11795.0
United Arab Emirates,2004,0.0,52.41,0.0,0.0,,0.0,0.0,0.0,52.41,0.0,11833.0
United Arab Emirates,2005,0.0,60.7,0.0,0.0,,0.0,0.0,0.0,60.7,0.0,13012.0
United Arab Emirates,2006,0.0,62.44,0.0,0.0,,0.0,0.0,0.0,62.44,0.0,12465.0
United Arab Emirates,2007,0.0,78.76,0.0,0.0,,0.0,0.0,0.0,78.76,0.0,14003.0
United Arab Emirates,2008,0.0,80.46,0.0,0.0,,0.0,0.0,0.0,80.46,0.0,12766.0
United Arab Emirates,2009,0.0,85.69,0.0,0.0,,0.01,0.0,0.0,85.7,0.0,12778.0
United Arab Emirates,2010,0.0,93.93,0.0,0.0,,0.02,0.0,0.0,93.95,0.0,13541.0
United Arab Emirates,2011,0.0,99.11,0.0,0.0,,0.02,0.0,0.0,99.13,0.0,13769.0
United Arab Emirates,2012,0.0,106.19,0.0,0.0,,0.02,0.0,0.0,106.21,0.0,14167.0
United Arab Emirates,2013,0.0,109.9,0.0,0.0,,0.09,0.0,0.0,109.99,0.1,14044.0
United Arab Emirates,2014,0.0,116.23,0.0,0.0,,0.31,0.0,0.0,116.54,0.3,14149.0
United Arab Emirates,2015,0.0,127.08,0.0,0.0,,0.3,0.0,0.0,127.38,0.2,14684.0
United Arab Emirates,2016,0.0,129.29,0.0,0.0,,0.32,0.0,0.0,129.61,0.2,14352.0
United Arab Emirates,2017,0.0,133.82,0.0,0.0,,0.75,0.0,0.0,134.57,0.6,14573.0
United Arab Emirates,2018,0.0,134.81,0.0,0.0,,1.2,0.0,0.0,136.01,0.9,14551.0
United Arab Emirates,2019,0.0,134.79,0.0,0.0,,3.66,0.0,0.0,138.45,2.6,14764.0
United Arab Emirates,2020,0.73,129.77,0.0,1.63,,5.18,0.0,0.0,137.31,3.8,14532.0
United Arab Emirates,2021,3.01,129.24,0.0,10.55,,6.25,0.0,0.0,149.05,4.2,15226.0
United Arab Emirates,2022,0.0,127.57,0.0,20.1,,7.74,0.0,0.01,155.42,5.0,15175.0
United Arab Emirates,2023,0.0,118.42,0.0,34.44,,14.4,0.06,0.21,167.53,8.8,15742.0
United Kingdom,1990,206.44,5.0,36.83,65.75,5.12,0.0,0.01,0.6,319.75,1.8,5574.0
United Kingdom,1991,211.46,5.82,29.82,70.54,4.54,0.0,0.01,0.69,322.88,1.6,5610.0
United Kingdom,1992,193.64,12.58,31.7,76.81,5.35,0.0,0.03,0.93,321.04,2.0,5562.0
United Kingdom,1993,171.25,34.04,22.75,89.35,4.3,0.0,0.22,1.2,323.11,1.8,5584.0
United Kingdom,1994,161.34,53.26,16.7,88.28,5.12,0.0,0.34,1.52,326.56,2.1,5630.0
United Kingdom,1995,155.21,63.74,22.83,88.96,4.65,0.0,0.39,1.64,337.42,2.0,5802.0
United Kingdom,1996,147.27,84.09,19.15,94.67,3.4,0.0,0.49,1.8,350.87,1.6,6019.0
United Kingdom,1997,121.97,110.96,12.41,98.15,4.4,0.0,0.67,2.11,350.67,2.0,6000.0
United Kingdom,1998,122.97,117.8,13.8,99.49,5.12,0.0,0.88,2.65,362.71,2.4,6187.0
United Kingdom,1999,106.18,142.9,14.32,95.13,5.34,0.0,0.85,3.43,368.15,2.6,6257.0
United Kingdom,2000,119.95,148.08,14.06,85.06,5.09,0.0,0.94,3.88,377.06,2.6,6385.0
United Kingdom,2001,131.46,141.91,11.77,90.09,4.05,0.0,0.96,4.53,384.77,2.5,6490.0
United Kingdom,2002,124.28,152.28,11.71,87.85,4.79,0.0,1.25,5.08,387.24,2.9,6504.0
United Kingdom,2003,138.46,148.88,11.49,88.69,3.23,0.0,1.29,6.17,398.21,2.7,6657.0
United Kingdom,2004,131.79,157.06,10.93,80.0,4.84,0.0,1.94,7.36,393.92,3.6,6547.0
United Kingdom,2005,134.64,152.64,12.52,81.62,4.92,0.01,2.9,9.1,398.35,4.2,6574.0
United Kingdom,2006,148.85,140.83,14.04,75.45,4.59,0.01,4.22,9.28,397.27,4.6,6507.0
United Kingdom,2007,135.94,165.79,12.37,63.03,5.08,0.01,5.27,9.32,396.81,5.0,6448.0
United Kingdom,2008,124.38,176.22,13.93,52.49,5.14,0.02,7.13,9.65,388.96,5.6,6271.0
United Kingdom,2009,103.04,166.5,12.88,69.1,5.23,0.02,9.28,10.71,376.76,6.7,6028.0
United Kingdom,2010,107.59,175.65,10.5,62.14,3.59,0.04,10.29,12.26,382.06,6.9,6064.0
United Kingdom,2011,108.44,146.5,8.85,68.98,5.69,0.24,15.96,13.31,367.97,9.6,5794.0
United Kingdom,2012,142.79,100.17,9.26,70.41,5.31,1.35,19.84,14.74,363.87,11.3,5689.0
United Kingdom,2013,130.26,95.84,8.36,70.61,4.7,2.01,28.4,18.1,358.28,14.9,5564.0
United Kingdom,2014,100.24,100.89,8.69,63.75,5.89,4.05,31.95,22.62,338.08,19.1,5212.0
United Kingdom,2015,75.88,99.88,9.41,70.34,6.3,7.53,40.27,29.26,338.87,24.6,5183.0
United Kingdom,2016,30.67,143.13,10.64,71.73,5.37,10.41,37.16,30.07,339.18,24.5,5147.0
United Kingdom,2017,22.53,136.75,9.71,70.34,5.88,11.46,49.65,31.9,338.22,29.2,5097.0
United Kingdom,2018,16.83,131.49,10.24,65.06,5.44,12.67,56.91,35.12,333.76,33.0,5000.0
United Kingdom,2019,6.92,133.09,11.26,56.18,5.93,12.42,63.84,37.55,327.19,36.6,4875.0
United Kingdom,2020,5.7,111.89,8.84,50.24,6.88,12.55,75.62,38.58,310.3,43.1,4607.0
United Kingdom,2021,6.79,122.84,9.68,46.1,5.42,12.13,64.93,40.01,307.9,39.8,4550.0
United Kingdom,2022,5.94,125.11,11.07,47.4,5.66,13.34,80.21,35.85,324.58,41.6,4761.0
United Kingdom,2023,3.78,101.66,10.82,40.6,5.54,13.88,82.15,34.1,292.53,46.4,4259.0
United States,1990,1725.15,400.82,135.98,607.22,292.28,0.37,2.82,57.46,3232.78,10.9,12759.0
United States,1991,1722.54,410.27,128.76,644.8,287.33,0.48,2.98,60.55,3270.72,10.7,12753.0
United States,1992,1757.5,434.49,107.69,651.34,251.43,0.41,2.92,64.81,3284.39,9.7,12651.0
United States,1993,1831.21,446.16,121.28,642.41,279.25,0.47,3.04,66.92,3404.68,10.3,12964.0
United States,1994,1832.27,494.86,113.87,674.15,259.34,0.5,3.48,66.36,3458.53,9.5,13028.0
United States,1995,1853.01,533.4,80.17,708.84,311.22,0.51,3.2,63.27,3567.33,10.6,13301.0
United States,1996,1945.75,489.31,87.54,710.24,347.55,0.54,3.27,64.83,3663.39,11.4,13525.0
United States,1997,1998.24,515.48,99.52,661.73,355.97,0.53,3.32,65.82,3716.38,11.5,13590.0
United States,1998,2029.04,571.24,138.5,709.16,322.09,0.53,3.06,65.62,3855.81,10.1,13964.0
United States,1999,2037.86,598.27,126.95,766.58,316.61,0.52,4.53,66.48,3936.1,9.9,14119.0
United States,2000,1966.27,614.99,116.02,753.89,270.03,0.49,5.59,74.82,3802.1,9.2,13507.0
United States,2001,1903.96,639.13,135.59,768.83,208.14,0.54,6.74,64.64,3727.57,7.5,13112.0
United States,2002,1933.13,691.01,103.69,780.06,255.59,0.55,10.35,69.85,3844.23,8.7,13391.0
United States,2003,1973.74,649.91,132.38,763.73,267.27,0.53,11.19,70.19,3868.94,9.0,13345.0
United States,2004,1978.3,710.1,129.88,788.53,259.93,0.58,14.14,70.49,3951.95,8.7,13498.0
United States,2005,2012.87,760.96,126.13,781.99,263.76,0.55,17.81,70.92,4034.99,8.7,13645.0
United States,2006,1990.51,816.44,71.61,787.22,282.69,0.51,26.59,71.37,4046.94,9.4,13547.0
United States,2007,2016.46,896.59,75.19,806.42,240.61,0.61,34.45,72.24,4142.57,8.4,13724.0
United States,2008,1985.8,882.98,55.43,806.21,248.54,0.86,55.36,72.35,4107.53,9.2,13469.0
United States,2009,1755.9,920.98,48.53,798.85,268.82,0.89,73.89,71.96,3939.82,10.5,12791.0
United States,2010,1847.29,987.7,47.5,806.97,254.7,1.21,94.65,73.92,4113.94,10.3,13225.0
United States,2011,1733.43,1013.69,41.81,790.2,312.93,1.82,120.18,74.81,4088.87,12.5,13018.0
United States,2012,1514.04,1225.89,39.09,769.33,271.29,4.33,140.82,75.88,4040.67,12.2,12742.0
United States,2013,1581.11,1124.84,40.26,789.02,263.88,9.04,167.84,79.62,4055.61,12.8,12669.0
United States,2014,1581.71,1126.61,43.69,797.17,253.19,28.92,181.65,83.07,4096.01,13.3,12677.0
United States,2015,1352.4,1333.48,44.44,797.18,243.99,39.03,190.72,82.75,4083.99,13.6,12523.0
United States,2016,1239.15,1378.31,39.5,805.69,261.13,54.87,226.99,81.92,4087.56,15.3,12417.0
United States,2017,1205.84,1296.44,37.89,804.95,293.84,77.28,254.3,81.77,4052.31,17.5,12198.0
United States,2018,1149.49,1469.13,42.68,807.08,286.62,93.36,272.67,80.52,4201.55,17.4,12540.0
United States,2019,964.96,1585.81,37.44,809.41,282.61,106.89,295.88,75.38,4158.38,18.3,12311.0
United States,2020,773.39,1624.17,34.34,789.88,279.95,130.72,337.94,72.79,4043.18,20.3,11911.0
United States,2021,898.0,1579.19,35.2,779.65,246.47,164.42,378.2,72.49,4153.62,20.7,12211.0
United States,2022,831.51,1687.06,38.64,771.54,248.76,205.07,434.3,70.01,4286.89,22.4,12552.0
United States,2023,675.11,1806.06,33.13,774.87,239.01,238.94,421.14,65.65,4253.91,22.7,12385.0
Vietnam,1990,2.0,0.01,1.3,0.0,5.37,0.0,0.0,0.0,8.68,61.8,133.0
Vietnam,1991,1.37,0.04,1.49,0.0,6.32,0.0,0.0,0.0,9.21,68.6,138.0
Vietnam,1992,0.85,0.01,1.62,0.0,7.23,0.0,0.0,0.0,9.71,74.5,142.0
Vietnam,1993,0.64,0.01,2.05,0.0,7.96,0.0,0.0,0.0,10.66,74.7,153.0
Vietnam,1994,1.07,0.0,1.97,0.0,9.24,0.0,0.0,0.0,12.29,75.2,173.0
Vietnam,1995,2.02,0.75,1.29,0.0,10.58,0.0,0.0,0.0,14.65,72.2,203.0
Vietnam,1996,2.38,1.1,1.46,0.0,12.01,0.0,0.0,0.0,16.94,70.9,232.0
Vietnam,1997,3.33,1.97,2.18,0.0,11.66,0.0,0.0,0.0,19.13,60.9,258.0
Vietnam,1998,3.48,3.44,3.68,0.0,11.1,0.0,0.0,0.0,21.69,51.2,288.0
Vietnam,1999,2.92,3.6,3.27,0.0,13.77,0.0,0.0,0.0,23.56,58.5,309.0
Vietnam,2000,3.13,4.36,4.52,0.0,14.55,0.0,0.0,0.0,26.56,54.8,344.0
Vietnam,2001,3.22,4.42,4.76,0.0,18.21,0.0,0.0,0.0,30.61,59.5,393.0
Vietnam,2002,4.88,8.33,4.39,0.0,18.2,0.0,0.0,0.0,35.8,50.8,454.0
Vietnam,2003,7.24,12.04,2.66,0.0,18.99,0.0,0.0,0.0,40.93,46.4,514.0
Vietnam,2004,7.17,19.53,1.68,0.0,17.82,0.0,0.0,0.0,46.2,38.6,575.0
Vietnam,2005,11.01,22.32,2.17,0.0,16.53,0.0,0.0,0.05,52.08,31.8,642.0
Vietnam,2006,12.23,24.5,1.4,0.0,19.71,0.0,0.0,0.06,57.9,34.1,705.0
Vietnam,2007,12.36,26.62,2.66,0.0,22.44,0.0,0.0,0.08,64.16,35.1,767.0
Vietnam,2008,12.29,31.06,1.57,0.0,25.98,0.0,0.0,0.05,70.95,36.7,833.0
Vietnam,2009,12.45,36.36,1.78,0.0,29.98,0.0,0.01,0.06,80.64,37.3,933.0
Vietnam,2010,15.88,44.69,2.53,0.0,28.52,0.01,0.04,0.05,91.72,31.2,1049.0
Vietnam,2011,19.94,39.65,0.73,0.0,41.08,0.01,0.04,0.06,101.51,40.6,1147.0
Vietnam,2012,21.25,40.38,0.11,0.0,53.31,0.01,0.04,0.06,115.16,46.4,1287.0
Vietnam,2013,24.02,41.75,0.73,0.0,57.82,0.01,0.07,0.06,124.46,46.6,1374.0
Vietnam,2014,34.87,43.38,0.7,0.0,62.16,0.01,0.07,0.06,141.25,44.1,1541.0
Vietnam,2015,56.47,48.15,0.99,0.0,56.12,0.01,0.12,0.07,161.93,34.8,1744.0
Vietnam,2016,68.35,45.37,1.18,0.0,63.94,0.01,0.2,0.12,179.17,35.9,1906.0
Vietnam,2017,67.71,40.35,0.15,0.0,85.94,0.01,0.35,0.21,194.72,44.4,2046.0
Vietnam,2018,91.65,40.7,0.75,0.0,83.08,0.02,0.49,0.49,217.18,38.7,2257.0
Vietnam,2019,120.16,42.51,2.21,0.0,66.12,4.82,0.72,0.35,236.89,30.4,2438.0
Vietnam,2020,122.53,34.66,1.86,0.0,72.87,10.76,0.98,0.34,244.0,34.8,2488.0
Vietnam,2021,118.03,26.31,0.79,0.0,78.67,26.15,3.34,0.32,253.61,42.8,2563.0
Vietnam,2022,104.04,29.22,0.72,0.0,95.91,25.75,9.09,0.38,265.11,49.5,2660.0
Vietnam,2023,129.76,26.36,1.7,0.0,80.62,25.69,11.59,0.87,276.59,42.9,2756.0
World,1990,4460.24,1788.73,1366.09,2000.6,2158.62,0.39,3.63,117.22,11961.41,19.1,2245.0
World,1991,4557.07,1814.14,1351.45,2096.31,2208.54,0.51,4.09,122.26,12222.52,19.1,2256.0
World,1992,4649.81,1828.43,1329.71,2112.22,2208.32,0.47,4.73,131.16,12336.4,19.0,2241.0
World,1993,4727.77,1862.43,1268.55,2184.97,2341.32,0.56,5.7,135.48,12599.93,19.7,2253.0
World,1994,4891.72,1923.73,1303.79,2225.98,2355.91,0.6,7.13,140.68,12923.58,19.4,2277.0
World,1995,5038.72,2034.87,1261.8,2322.53,2483.39,0.64,8.27,146.64,13381.87,19.7,2324.0
World,1996,5279.49,2100.14,1247.45,2406.61,2516.82,0.7,9.22,150.7,13797.16,19.4,2362.0
World,1997,5395.63,2270.33,1245.29,2390.06,2561.36,0.75,12.03,161.41,14128.6,19.4,2385.0
World,1998,5511.21,2407.85,1295.54,2431.2,2580.93,0.81,15.93,168.22,14511.01,19.1,2416.0
World,1999,5630.67,2600.21,1267.93,2523.71,2600.47,0.91,21.23,176.65,14926.27,18.8,2451.0
World,2000,5808.81,2745.57,1324.32,2540.46,2629.67,1.02,31.15,197.78,15278.78,18.7,2476.0
World,2001,5890.67,2914.78,1285.24,2613.17,2563.72,1.36,38.19,193.7,15500.83,18.0,2478.0
World,2002,6144.3,3104.81,1271.84,2654.78,2611.58,1.72,52.22,208.64,16049.89,17.9,2532.0
World,2003,6574.95,3255.5,1296.25,2601.05,2611.97,2.11,63.2,222.98,16628.01,17.4,2590.0
World,2004,6797.3,3503.08,1263.66,2719.41,2802.61,2.78,85.48,240.67,17414.99,18.0,2678.0
World,2005,7167.21,3680.54,1277.89,2726.97,2911.77,3.95,104.4,261.35,18134.08,18.1,2753.0
World,2006,7566.97,3900.59,1175.78,2761.59,3018.07,5.42,133.2,277.37,18838.99,18.2,2824.0
World,2007,8051.83,4219.27,1196.05,2703.49,3062.78,7.29,171.15,302.1,19713.96,18.0,2917.0
World,2008,8074.19,4360.99,1171.72,2694.72,3245.35,11.85,220.85,322.97,20102.64,18.9,2937.0
World,2009,7950.77,4382.35,1071.16,2656.76,3241.27,19.82,276.26,345.12,19943.51,19.5,2877.0
World,2010,8458.0,4807.86,1078.66,2725.91,3428.21,32.21,345.99,386.91,21263.75,19.7,3028.0
World,2011,8911.04,4865.93,1186.76,2610.34,3488.07,63.56,439.98,406.35,21972.03,20.0,3090.0
World,2012,8960.28,5161.35,1238.6,2432.22,3660.17,96.92,529.26,436.86,22515.66,21.0,3127.0
World,2013,9423.85,5058.36,1196.83,2448.52,3790.79,131.75,634.14,470.79,23155.03,21.7,3175.0
World,2014,9603.84,5214.12,1143.66,2498.73,3870.67,197.74,706.1,512.21,23747.07,22.3,3217.0
World,2015,9283.61,5539.88,1133.29,2532.93,3882.13,256.01,829.63,544.87,24002.35,23.0,3213.0
World,2016,9327.96,5849.92,1085.11,2571.05,4014.75,327.47,960.3,557.95,24694.51,23.7,3267.0
World,2017,9655.05,5973.6,993.83,2594.23,4054.03,444.65,1139.44,586.21,25441.04,24.5,3328.0
World,2018,10033.03,6224.56,908.6,2658.7,4176.84,575.16,1268.14,619.46,26464.49,25.1,3424.0
World,2019,9826.39,6401.31,855.03,2754.08,4227.76,697.94,1420.96,648.95,26832.42,26.1,3435.0
World,2020,9437.05,6382.94,775.88,2648.33,4347.02,853.39,1591.47,687.29,26723.37,28.0,3388.0
World,2021,10156.49,6556.63,842.25,2762.44,4288.7,1053.99,1856.94,741.63,28259.07,28.1,3553.0
World,2022,10240.44,6628.27,887.42,2639.64,4324.07,1333.12,2107.66,757.14,28917.76,29.5,3605.0
World,2023,10395.94,6699.42,876.79,2697.74,4240.11,1664.14,2319.18,772.02,29665.34,30.3,3666.0
